text,true_label,predicted_label,ai_probability,original_label,is_fp,is_fn
"Two doors from one corner, on the left hand going east, the line was broken by the entry of a court; and just at that point, a certain sinister block of building thrust forward its gable on the street. It was two stories high; showed no window, nothing but a door on the lower story and a blind forehead of discoloured wall on the upper; and bore in every feature, the marks of prolonged and sordid negligence. The door, which was equipped with neither bell nor knocker, was blistered and distained. Tramps slouched into the recess and struck matches on the panels; children kept shop upon the steps; the schoolboy had tried his knife on the mouldings; and for close on a generation, no one had appeared to drive away these random visitors or to repair their ravages.",0,0,0.00021373914,Human,False,False
"‘I found him a very agreeable companion,’ he said. ‘Ay,’ said she, ‘did ye! And how does he win his bread?’ ‘I fancy,’ he gasped, ‘that Mr. Van Tromp has many generous friends.’ ‘I’ll warrant!’ she sneered; and before Dick could find more to say, she was gone from the room. Esther returned with the tea-things, and sat down. ‘Now,’ she said cosily, ‘tell me all about my father.’ ‘He’—stammered Dick, ‘he is a very agreeable companion.’ ‘I shall begin to think it is more than you are, Mr. Naseby,’ she said, with a laugh. ‘I am his daughter, you forget. Begin at the beginning, and tell me all you have seen of him, all he said and all you answered. You must have met somewhere; begin with that.’",0,0,4.1734215e-06,Human,False,False
"“I am glad to hear your Majesty say so.” “I am immensely indebted to you. Pray tell me in what way I can reward you. This ring—” He slipped an emerald snake ring from his finger and held it out upon the palm of his hand. “Your Majesty has something which I should value even more highly,” said Holmes. “You have but to name it.” The King stared at him in amazement. “Irene’s photograph!” he cried. “Certainly, if you wish it.” “I thank your Majesty. Then there is no more to be done in the matter. I have the honour to wish you a very good morning.” He bowed, and, turning away without observing the hand which the King had stretched out to him, he set off in my company for his chambers.",0,0,1.5801974e-05,Human,False,False
"Anastasie controlled herself. “You know how willing I am to humour you,” she said, “in all reasonable matters. But on this point—” “My dear love,” interrupted the Doctor, eager to prevent a refusal, “who wished to leave Paris? Who made me give up cards, and the opera, and the boulevard, and my social relations, and all that was my life before I knew you? Have I been faithful? Have I been obedient? Have I not borne my doom with cheerfulness? In all honesty, Anastasie, have I not a right to a stipulation on my side? I have, and you know it. I stipulate my son.”",0,0,7.786918e-06,Human,False,False
"“And that is?” I asked eagerly. “My fiddle would be the better for new strings,” he remarked. “Put your pistol in your pocket. When the fellow comes speak to him in an ordinary way. Leave the rest to me. Don’t frighten him by looking at him too hard.” “It is eight o’clock now,” I said, glancing at my watch. “Yes. He will probably be here in a few minutes. Open the door slightly. That will do. Now put the key on the inside. Thank you! This is a queer old book I picked up at a stall yesterday—‘De Jure inter Gentes’—published in Latin at Liege in the Lowlands, in 1642. Charles’ head was still firm on his shoulders when this little brown-backed volume was struck off.”",0,0,4.3381897e-06,Human,False,False
"It is a fundamental error to trust the initial evidence of the senses. The untrained mind perceives only the surface, mistaking a polished boot for an honest character, or a frayed cuff for simple poverty. This is a most dangerous fallacy. The true nature of a man, or indeed a situation, is seldom its most obvious manifestation. It is a thing concealed, often intentionally, beneath a veneer of convention or disguise. The logician, therefore, must train his eye to penetrate this outward show. He must learn that the most damning evidence is not found in the grand gesture, but in the trivial detail. For in the singular speck of dust, or the faint scratch upon a watch-case, lies a truth more potent than any carefully constructed appearance.",1,1,0.99996364,Arthur Conan Doyle,False,False
"Gregson and Lestrade seemed to be far from satisfied by this assurance, or by the depreciating allusion to the detective police. The former had flushed up to the roots of his flaxen hair, while the other’s beady eyes glistened with curiosity and resentment. Neither of them had time to speak, however, before there was a tap at the door, and the spokesman of the street Arabs, young Wiggins, introduced his insignificant and unsavoury person. “Please, sir,” he said, touching his forelock, “I have the cab downstairs.” “Good boy,” said Holmes, blandly. “Why don’t you introduce this pattern at Scotland Yard?” he continued, taking a pair of steel handcuffs from a drawer. “See how beautifully the spring works. They fasten in an instant.”",0,0,2.4752679e-05,Human,False,False
"CHAPTER VIII. THE WAGES OF PHILOSOPHY. On the morning of the next day, the Doctor, a mere spectre of himself, was brought back in the custody of Casimir. They found Anastasie and the boy sitting together by the fire; and Desprez, who had exchanged his toilette for a ready-made rig-out of poor materials, waved his hand as he entered, and sank speechless on the nearest chair. Madame turned direct to Casimir. “What is wrong?” she cried. “Well,” replied Casimir, “what have I told you all along? It has come. It is a clean shave, this time; so you may as well bear up and make the best of it. House down, too, eh? Bad luck, upon my soul.”",0,0,7.1679456e-06,Human,False,False
"At first it was but a lurid spark upon the stone pavement. Then it lengthened out until it became a yellow line, and then, without any warning or sound, a gash seemed to open and a hand appeared, a white, almost womanly hand, which felt about in the centre of the little area of light. For a minute or more the hand, with its writhing fingers, protruded out of the floor. Then it was withdrawn as suddenly as it appeared, and all was dark again save the single lurid spark which marked a chink between the stones. Its disappearance, however, was but momentary. With a rending, tearing sound, one of the broad, white stones turned over upon its side and left a square, gaping hole, through which streamed the light of a lantern. Over the edge there peeped a clean-cut, boyish face, which looked keenly about it, and then, with a hand on either side of the aperture, drew itself shoulder-high and waist-high, until one knee rested upon the edge. In another instant he stood at the side of the hole and was hauling after him a companion, lithe and small like himself, with a pale face and a shock of very red hair.",0,0,0.00031990735,Human,False,False
"“But it was some time coming. The old gentleman could not be decoyed outside of his grounds at night. Several times Stapleton lurked about with his hound, but without avail. It was during these fruitless quests that he, or rather his ally, was seen by peasants, and that the legend of the demon dog received a new confirmation. He had hoped that his wife might lure Sir Charles to his ruin, but here she proved unexpectedly independent. She would not endeavour to entangle the old gentleman in a sentimental attachment which might deliver him over to his enemy. Threats and even, I am sorry to say, blows refused to move her. She would have nothing to do with it, and for a time Stapleton was at a deadlock.",0,0,5.6271994e-05,Human,False,False
"On the little plateau which crowned the barren hill there stood a single giant boulder, and against this boulder there lay a tall man, long-bearded and hard-featured, but of an excessive thinness. His placid face and regular breathing showed that he was fast asleep. Beside him lay a little child, with her round white arms encircling his brown sinewy neck, and her golden haired head resting upon the breast of his velveteen tunic. Her rosy lips were parted, showing the regular line of snow-white teeth within, and a playful smile played over her infantile features. Her plump little white legs terminating in white socks and neat shoes with shining buckles, offered a strange contrast to the long shrivelled members of her companion. On the ledge of rock above this strange couple there stood three solemn buzzards, who, at the sight of the new comers uttered raucous screams of disappointment and flapped sullenly away.",0,0,0.0017884976,Human,False,False
"“You are very kind, Mr. Holmes, but I cannot do that. I shall be true to Hosmer. He shall find me ready when he comes back.” For all the preposterous hat and the vacuous face, there was something noble in the simple faith of our visitor which compelled our respect. She laid her little bundle of papers upon the table and went her way, with a promise to come again whenever she might be summoned. Sherlock Holmes sat silent for a few minutes with his fingertips still pressed together, his legs stretched out in front of him, and his gaze directed upward to the ceiling. Then he took down from the rack the old and oily clay pipe, which was to him as a counsellor, and, having lit it, he leaned back in his chair, with the thick blue cloud-wreaths spinning up from him, and a look of infinite languor in his face.",0,0,3.2594977e-05,Human,False,False
"It began not as a sudden storm, but as a subtle shift in the air, a cold draft seeping from beneath long-sealed doors. Forgotten sins, buried deep beneath the cobblestones of memory, had begun to stir. This was a vengeance that wore no face and spoke no name, yet its presence was as tangible as the sudden frost on a windowpane in summer. It was in the way shadows stretched into unfamiliar shapes, the way a familiar melody played on the wind would curdle into a discordant, mournful tune. The past did not simply knock; it seeped through the cracks of the present, a patient, spectral poison, turning cherished heirlooms into cold reminders of a debt left unpaid. Every creaking floorboard echoed with the footsteps of a ghost that was not a soul, but a promise of retribution, finally come home to roost in the hollow chambers of a guilty heart.",1,1,0.99995947,AI_Generic,False,False
"“I could do with much less than that, Mr. Holmes, but you understand that as long as I live at home I don’t wish to be a burden to them, and so they have the use of the money just while I am staying with them. Of course, that is only just for the time. Mr. Windibank draws my interest every quarter and pays it over to mother, and I find that I can do pretty well with what I earn at typewriting. It brings me twopence a sheet, and I can often do from fifteen to twenty sheets in a day.”",0,0,1.787525e-05,Human,False,False
"The concept of 'The Terror of the Sea' encapsulates the multifaceted dangers posed by the world's oceans. This terror is not embodied by a single mythical creature but is rooted in the ocean's raw, indifferent power. It manifests physically in unpredictable phenomena like colossal rogue waves capable of capsizing the largest vessels and hurricanes that generate unimaginable force. Biologically, the terror is present in highly efficient apex predators such as the great white shark and the potent, lethal venom of creatures like the box jellyfish. Perhaps the most profound aspect, however, is psychological: the sheer vastness of the open water, the crushing pressure and absolute darkness of the abyssal depths, and the terrifying isolation of being lost within its expanse. This combination of violent, unpredictable power and the deep, unexplored unknown solidifies the ocean's long-held reputation as a source of primal human fear.",1,1,0.9999727,AI_Generic,False,False
"At the station his spirits rose again; another stage of his escape was fortunately ended—he began to spy blue water. He called a railway porter, and bade him carry the portmanteau to the cloak-room: not that he had any notion of delay; flight, instant flight was his design, no matter whither; but he had determined to dismiss the cabman ere he named, or even chose, his destination, thus possibly balking the Judicial Error of another link. This was his cunning aim, and now with one foot on the roadway, and one still on the coach-step, he made haste to put the thing in practice, and plunged his hand into his trousers pocket.",0,0,1.773899e-05,Human,False,False
"A man might well profess his disbelief by the full light of day, laughing at the old wives’ fancies of wraiths and fetches; yet let the night but draw its curtain, let the wind begin its mimicry of a human cry about the eaves, and you should see the swift and sorry change upon his countenance. For these notions are not matters of the mind alone, but of the blood, and like a pernicious and clinging ivy, they are seeded in the cradle and fed on whispers, winding their tendrils about the very masonry of a man’s resolve. In the high noon of certitude, its presence is a mere shadow, but in that encroaching twilight of fear, its grip is absolute, cracking the stone and letting the damnable chill of the abyss seep through. Hence the sensible man will bolt his door not only against the footpad, but against that which has no substance, for he knows, though he dare not voice it, that some roots run deeper than any anchor can find.",1,1,0.9901652,Robert Louis Stevenson,False,False
"Yet it was during this obscure period that the drama was really performed; and its scene was in the heart of Esther, shut away from all eyes. Had this warm, upright, sullen girl been differently used by destiny, had events come upon her even in a different succession, for some things lead easily to others, the whole course of this tale would have been changed, and Esther never would have run away. As it was, through a series of acts and words of which we know but few, and a series of thoughts which any one may imagine for himself, she was awakened in four days from the dream of a life.",0,0,0.003993143,Human,False,False
"“The first thing that put us out was that advertisement. Spaulding, he came down into the office just this day eight weeks, with this very paper in his hand, and he says: “‘I wish to the Lord, Mr. Wilson, that I was a red-headed man.’ “‘Why,’ says he, ‘here’s another vacancy on the League of the Red-headed Men. It’s worth quite a little fortune to any man who gets it, and I understand that there are more vacancies than there are men, so that the trustees are at their wits’ end what to do with the money. If my hair would only change colour, here’s a nice little crib all ready for me to step into.’",0,0,5.9523686e-06,Human,False,False
"“You may say that!” said Poole. Next they turned to the business-table. On the desk among the neat array of papers, a large envelope was uppermost, and bore, in the doctor’s hand, the name of Mr. Utterson. The lawyer unsealed it, and several enclosures fell to the floor. The first was a will, drawn in the same eccentric terms as the one which he had returned six months before, to serve as a testament in case of death and as a deed of gift in case of disappearance; but, in place of the name of Edward Hyde, the lawyer, with indescribable amazement, read the name of Gabriel John Utterson. He looked at Poole, and then back at the paper, and last of all at the dead malefactor stretched upon the carpet.",0,0,3.4597084e-05,Human,False,False
"Science provides a systematic framework for understanding the natural world, relying on empirical evidence, testability, and peer review. In contrast, the realm of the unexplained encompasses phenomena that currently defy conventional scientific interpretation, such as extrasensory perception or paranormal events. The fundamental tension between these two domains stems from differing standards of proof; science demands objective, repeatable data, whereas accounts of the unexplained often rest on subjective experience and anecdotal evidence that are difficult to verify. Historically, many phenomena once deemed mysterious, from lightning to disease, have been successfully incorporated into the scientific model through continued investigation. Therefore, the relationship is less a direct conflict and more a dynamic boundary where the unexplained presents a set of unresolved questions that challenge the limits of current scientific inquiry, driving the quest for new knowledge and understanding.",1,1,0.999884,AI_Generic,False,False
"“I don’t say now that he isn’t a crazy man,” said Sir Henry; “I can’t forget the look in his eyes when he ran at me this morning, but I must allow that no man could make a more handsome apology than he has done.” “Did he give any explanation of his conduct?” “His sister is everything in his life, he says. That is natural enough, and I am glad that he should understand her value. They have always been together, and according to his account he has been a very lonely man with only her as a companion, so that the thought of losing her was really terrible to him. He had not understood, he said, that I was becoming attached to her, but when he saw with his own eyes that it was really so, and that she might be taken away from him, it gave him such a shock that for a time he was not responsible for what he said or did. He was very sorry for all that had passed, and he recognized how foolish and how selfish it was that he should imagine that he could hold a beautiful woman like his sister to himself for her whole life. If she had to leave him he had rather it was to a neighbour like myself than to anyone else. But in any case it was a blow to him and it would take him some time before he could prepare himself to meet it. He would withdraw all opposition upon his part if I would promise for three months to let the matter rest and to be content with cultivating the lady’s friendship during that time without claiming her love. This I promised, and so the matter rests.”",0,0,1.4031677e-05,Human,False,False
"It was a warm June morning, and the Latter Day Saints were as busy as the bees whose hive they have chosen for their emblem. In the fields and in the streets rose the same hum of human industry. Down the dusty high roads defiled long streams of heavily-laden mules, all heading to the west, for the gold fever had broken out in California, and the Overland Route lay through the City of the Elect. There, too, were droves of sheep and bullocks coming in from the outlying pasture lands, and trains of tired immigrants, men and horses equally weary of their interminable journey. Through all this motley assemblage, threading her way with the skill of an accomplished rider, there galloped Lucy Ferrier, her fair face flushed with the exercise and her long chestnut hair floating out behind her. She had a commission from her father in the City, and was dashing in as she had done many a time before, with all the fearlessness of youth, thinking only of her task and how it was to be performed. The travel-stained adventurers gazed after her in astonishment, and even the unemotional Indians, journeying in with their pelties, relaxed their accustomed stoicism as they marvelled at the beauty of the pale-faced maiden.",0,0,0.00012149936,Human,False,False
"“I thought as much—and knowing your admirable tenacity I was convinced that you were sitting in ambush, a weapon within reach, waiting for the tenant to return. So you actually thought that I was the criminal?” “I did not know who you were, but I was determined to find out.” “Excellent, Watson! And how did you localise me? You saw me, perhaps, on the night of the convict hunt, when I was so imprudent as to allow the moon to rise behind me?” “Yes, I saw you then.” “And have no doubt searched all the huts until you came to this one?”",0,0,8.846086e-06,Human,False,False
"At this moment, the sharp note of the door-bell rang through the house; and the visitant, as though this were some concerted signal for which he had been waiting, changed at once in his demeanour. “The maid!” he cried. “She has returned, as I forewarned you, and there is now before you one more difficult passage. Her master, you must say, is ill; you must let her in, with an assured but rather serious countenance—no smiles, no overacting, and I promise you success! Once the girl within, and the door closed, the same dexterity that has already rid you of the dealer will relieve you of this last danger in your path. Thenceforward you have the whole evening—the whole night, if needful—to ransack the treasures of the house and to make good your safety. This is help that comes to you with the mask of danger. Up!” he cried; “up, friend; your life hangs trembling in the scales: up, and act!”",0,0,2.1561877e-05,Human,False,False
"Folklore and superstition are deeply intertwined cultural phenomena that provide frameworks for understanding the world through tradition rather than empirical evidence. Folklore represents the broad collection of a community's customs, legends, music, and stories, passed down through generations to preserve history, morality, and collective identity. Within this vast tapestry, superstition emerges as a more specific belief system focused on the presumed causal link between certain actions and future events, often related to luck and fate. Superstitious practices, such as knocking on wood to prevent bad luck or avoiding the number thirteen, are rituals intended to exert a measure of control over an unpredictable environment. While folklore serves to build community and explain the past, superstitions are the practical, and often personal, application of these beliefs, guiding daily behavior in an effort to navigate the unknown and secure a favorable outcome. Both remain potent expressions of human psychology and cultural heritage, revealing how societies grapple with uncertainty.",1,1,0.99989986,AI_Generic,False,False
"She shook her head. “You will go to-day,” she repeated, and then with a gesture, and in a sudden, sharp note—“no, not to-day,” she cried, “to-morrow!” But at this sign of relenting, power came in upon me in a tide. I stretched out my arms and called upon her name; and she leaped to me and clung to me. The hills rocked about us, the earth quailed; a shock as of a blow went through me and left me blind and dizzy. And the next moment she had thrust me back, broken rudely from my arms, and fled with the speed of a deer among the cork-trees.",0,0,2.4542871e-05,Human,False,False
"As the cab drew up before the address indicated, the fog lifted a little and showed him a dingy street, a gin palace, a low French eating-house, a shop for the retail of penny numbers and twopenny salads, many ragged children huddled in the doorways, and many women of different nationalities passing out, key in hand, to have a morning glass; and the next moment the fog settled down again upon that part, as brown as umber, and cut him off from his blackguardly surroundings. This was the home of Henry Jekyll’s favourite; of a man who was heir to a quarter of a million sterling.",0,0,0.00026867285,Human,False,False
"From his concealment amongst the ancient yews, whose funereal boughs did little to warm the biting air, he watched the unhallowed labour unfold upon the newly-mounded earth. Each grating plunge of the spade, which seemed to his ear a cry of profanation, glinted with a spectral light under the moon, as the malefactor pursued his iniquitous industry with a haste that bespoke both fear and greed. And when at last the tool struck wood with a dull, abominable thud that announced the final breaching of that last, sad sanctuary, a chill, quite apart from the night's frost, seized upon his soul. For he was witness now not merely to a theft, but to a profound and silent treason against the dignity of mortality itself, a secret sin for which the very stones of the sepulchre seemed to cry out in judgement.",1,1,0.99940324,Robert Louis Stevenson,False,False
"“Why, you look very serious over it.” “How do you explain it?” “I just don’t attempt to explain it. It seems the very maddest, queerest thing that ever happened to me.” “The queerest perhaps—” said Holmes thoughtfully. “What do you make of it yourself?” “Well, I don’t profess to understand it yet. This case of yours is very complex, Sir Henry. When taken in conjunction with your uncle’s death I am not sure that of all the five hundred cases of capital importance which I have handled there is one which cuts so deep. But we hold several threads in our hands, and the odds are that one or other of them guides us to the truth. We may waste time in following the wrong one, but sooner or later we must come upon the right.”",0,0,4.5619065e-05,Human,False,False
"“One day a gold convoy came down from Ballarat to Melbourne, and we lay in wait for it and attacked it. There were six troopers and six of us, so it was a close thing, but we emptied four of their saddles at the first volley. Three of our boys were killed, however, before we got the swag. I put my pistol to the head of the wagon-driver, who was this very man McCarthy. I wish to the Lord that I had shot him then, but I spared him, though I saw his wicked little eyes fixed on my face, as though to remember every feature. We got away with the gold, became wealthy men, and made our way over to England without being suspected. There I parted from my old pals and determined to settle down to a quiet and respectable life. I bought this estate, which chanced to be in the market, and I set myself to do a little good with my money, to make up for the way in which I had earned it. I married, too, and though my wife died young she left me my dear little Alice. Even when she was just a baby her wee hand seemed to lead me down the right path as nothing else had ever done. In a word, I turned over a new leaf and did my best to make up for the past. All was going well when McCarthy laid his grip upon me.",0,0,1.2719789e-05,Human,False,False
"‘Now,’ said Dick, ‘I must go.’ ‘Go?’ cried Van Tromp. ‘Where? Not one foot, Mr. Richard Naseby. Here you shall stay in the meantime! and—well, and do something practical—advertise for a situation as private secretary—and when you have it, go and welcome. But in the meantime, sir, no false pride; we must stay with our friends; we must sponge a while on Papa Van Tromp, who has sponged so often upon us.’ ‘By God,’ cried Dick, ‘I believe you are the best of the lot.’ ‘Dick, my boy,’ replied the Admiral, winking, ‘you mark me, I am not the worst.’",0,0,5.278149e-06,Human,False,False
"She winced at his words and drew away. ‘But when that is all he asks,’ she pleaded. ‘If he only knew that you had felt that impulse, it would make him so proud and happy. He would see you were his own son after all, and had the same thoughts and the same chivalry of spirit. And then you did yourself injustice when you spoke just now. It was because the editor was weak and poor and excused himself, that you repented your first determination. Had he been a big red man, with whiskers, you would have beaten him—you know you would—if Mr. Naseby had been ten times more committed. Do you think, if you can tell it to me, and I understand at once, that it would be more difficult to tell it to your own father, or that he would not be more ready to sympathise with you than I am? And I love you, Dick; but then he is your father.’",0,0,2.4477984e-05,Human,False,False
"Our conversation was hampered by the presence of the driver of the hired wagonette, so that we were forced to talk of trivial matters when our nerves were tense with emotion and anticipation. It was a relief to me, after that unnatural restraint, when we at last passed Frankland’s house and knew that we were drawing near to the Hall and to the scene of action. We did not drive up to the door but got down near the gate of the avenue. The wagonette was paid off and ordered to return to Coombe Tracey forthwith, while we started to walk to Merripit House.",0,0,7.637726e-06,Human,False,False
"“This aroused my curiosity, so when I went out for a walk in the grounds with my charge, I strolled round to the side from which I could see the windows of this part of the house. There were four of them in a row, three of which were simply dirty, while the fourth was shuttered up. They were evidently all deserted. As I strolled up and down, glancing at them occasionally, Mr. Rucastle came out to me, looking as merry and jovial as ever. “‘Ah!’ said he, ‘you must not think me rude if I passed you without a word, my dear young lady. I was preoccupied with business matters.’",0,0,1.1320914e-05,Human,False,False
"He proceeded slowly back along the terrace in a tender glow; and when he came to Greenside Church, he halted in a doubtful mind. Over the crown of the Calton Hill, to his left, lay the way to Colette’s, where Alan would soon be looking for his arrival, and where he would now have no more consented to go than he would have wilfully wallowed in a bog; the touch of the girl’s hand on his sleeve, and the kindly light in his father’s eyes, both loudly forbidding. But right before him was the way home, which pointed only to bed, a place of little ease for one whose fancy was strung to the lyrical pitch, and whose not very ardent heart was just then tumultuously moved. The hilltop, the cool air of the night, the company of the great monuments, the sight of the city under his feet, with its hills and valleys and crossing files of lamps, drew him by all he had of the poetic, and he turned that way; and by that quite innocent deflection, ripened the crop of his venial errors for the sickle of destiny.",0,0,0.00011149435,Human,False,False
